pmt_id,feeder_id,month,injected_energy_kwh,pmt_uptime_pct,avg_temp_c
PMT-0002,F-01,2023-01-01,13387.76,83.49,5.0
PMT-0002,F-01,2023-02-01,16263.96,92.11,11.3
PMT-0002,F-01,2023-03-01,19336.02,91.68,17.3
PMT-0002,F-01,2023-04-01,22958.66,83.38,24.4
PMT-0002,F-01,2023-05-01,24873.5,93.46,28.5
PMT-0002,F-01,2023-06-01,25682.32,89.52,33.4
PMT-0002,F-01,2023-07-01,25594.0,89.93,30.1
PMT-0002,F-01,2023-08-01,22701.33,89.12,26.2
PMT-0002,F-01,2023-09-01,19020.62,88.48,18.5
PMT-0002,F-01,2023-10-01,15826.37,88.91,13.8
PMT-0002,F-01,2023-11-01,13468.41,89.76,5.9
PMT-0002,F-01,2023-12-01,12598.52,88.13,3.9
PMT-0002,F-01,2024-01-01,13261.15,90.8,5.5
PMT-0002,F-01,2024-02-01,15500.98,90.31,10.8
PMT-0002,F-01,2024-03-01,19109.55,92.57,20.2
PMT-0002,F-01,2024-04-01,23163.4,89.57,24.3
PMT-0002,F-01,2024-05-01,25156.27,96.09,29.5
PMT-0002,F-01,2024-06-01,25631.55,90.35,32.2
PMT-0002,F-01,2024-07-01,25213.11,87.5,30.1
PMT-0002,F-01,2024-08-01,22801.93,83.81,24.4
PMT-0002,F-01,2024-09-01,19231.66,91.77,17.4
PMT-0002,F-01,2024-10-01,16004.94,97.75,10.3
PMT-0002,F-01,2024-11-01,13141.27,88.81,5.2
PMT-0002,F-01,2024-12-01,13004.51,88.33,1.9
PMT-0003,F-01,2022-01-01,11564.04,85.7,5.2
PMT-0003,F-01,2022-02-01,14213.44,88.21,11.0
PMT-0003,F-01,2022-03-01,16901.57,87.72,18.0
PMT-0003,F-01,2022-04-01,19435.53,88.88,25.6
PMT-0003,F-01,2022-05-01,22462.29,89.85,32.5
PMT-0003,F-01,2022-06-01,22804.17,84.6,29.5
PMT-0003,F-01,2022-07-01,22435.01,90.73,27.9
PMT-0003,F-01,2022-08-01,20288.27,85.26,25.5
PMT-0003,F-01,2022-09-01,16778.65,91.84,17.5
PMT-0003,F-01,2022-10-01,14322.11,84.57,10.9
PMT-0003,F-01,2022-11-01,11789.45,85.76,5.3
PMT-0003,F-01,2022-12-01,10688.63,86.66,3.1
PMT-0003,F-01,2023-01-01,12083.87,84.36,6.1
PMT-0003,F-01,2023-02-01,14131.58,91.01,12.5
PMT-0003,F-01,2023-03-01,16141.89,89.4,18.4
PMT-0003,F-01,2023-04-01,20177.88,89.15,23.8
PMT-0003,F-01,2023-05-01,22594.63,96.13,28.7
PMT-0003,F-01,2023-06-01,22964.49,85.17,32.6
PMT-0003,F-01,2023-07-01,22285.2,92.07,29.7
PMT-0003,F-01,2023-08-01,20482.73,86.73,24.4
PMT-0003,F-01,2023-09-01,16525.08,94.25,18.7
PMT-0003,F-01,2023-10-01,13464.37,89.45,8.6
PMT-0003,F-01,2023-11-01,11697.96,88.58,6.3
PMT-0003,F-01,2023-12-01,10697.32,85.49,4.2
PMT-0003,F-01,2024-01-01,11804.22,90.65,5.1
PMT-0003,F-01,2024-02-01,14052.57,84.91,13.9
PMT-0003,F-01,2024-03-01,16917.57,92.13,18.9
PMT-0003,F-01,2024-04-01,19787.87,89.12,26.2
PMT-0003,F-01,2024-05-01,22905.04,84.43,30.8
PMT-0003,F-01,2024-06-01,23639.74,89.16,32.7
PMT-0003,F-01,2024-07-01,21849.6,89.84,33.3
PMT-0003,F-01,2024-08-01,20117.29,84.18,26.0
PMT-0003,F-01,2024-09-01,16358.08,93.03,16.9
PMT-0003,F-01,2024-10-01,13211.4,87.46,10.5
PMT-0003,F-01,2024-11-01,12126.72,91.91,7.1
PMT-0003,F-01,2024-12-01,10446.48,84.28,4.5
PMT-0004,F-01,2022-01-01,5023.39,89.23,5.8
PMT-0004,F-01,2022-02-01,5858.2,90.05,9.7
PMT-0004,F-01,2022-03-01,7678.7,86.09,17.3
PMT-0004,F-01,2022-04-01,8497.51,88.47,25.3
PMT-0004,F-01,2022-05-01,9598.51,83.36,29.8
PMT-0004,F-01,2022-06-01,9452.01,87.8,30.5
PMT-0004,F-01,2022-07-01,8630.02,88.51,27.9
PMT-0004,F-01,2022-08-01,8887.77,87.56,25.9
PMT-0004,F-01,2022-09-01,6894.41,86.88,18.0
PMT-0004,F-01,2022-10-01,6226.92,90.54,10.6
PMT-0004,F-01,2022-11-01,5239.4,88.12,5.5
PMT-0004,F-01,2022-12-01,4689.77,83.94,5.1
PMT-0004,F-01,2023-01-01,5172.89,86.95,5.4
PMT-0004,F-01,2023-02-01,5676.34,84.15,11.3
PMT-0004,F-01,2023-03-01,7156.36,88.33,17.7
PMT-0004,F-01,2023-04-01,8721.17,90.65,23.8
PMT-0004,F-01,2023-05-01,8960.37,83.27,31.7
PMT-0004,F-01,2023-06-01,10114.52,94.73,32.2
PMT-0004,F-01,2023-07-01,9422.13,87.22,28.5
PMT-0004,F-01,2023-08-01,8376.66,83.6,25.3
PMT-0004,F-01,2023-09-01,7592.03,92.37,16.8
PMT-0004,F-01,2023-10-01,5937.13,89.94,11.7
PMT-0004,F-01,2023-11-01,4927.33,91.7,8.2
PMT-0004,F-01,2023-12-01,5016.57,89.67,4.5
PMT-0004,F-01,2024-01-01,5047.79,91.22,6.3
PMT-0004,F-01,2024-02-01,5949.64,91.06,10.4
PMT-0004,F-01,2024-03-01,7480.14,87.7,20.1
PMT-0004,F-01,2024-04-01,8533.67,89.97,25.3
PMT-0004,F-01,2024-05-01,9644.12,83.09,29.8
PMT-0004,F-01,2024-06-01,9188.29,92.35,32.2
PMT-0004,F-01,2024-07-01,9271.79,90.04,28.7
PMT-0004,F-01,2024-08-01,8726.92,88.32,23.9
PMT-0004,F-01,2024-09-01,7348.1,88.09,20.7
PMT-0004,F-01,2024-10-01,5779.52,91.68,8.9
PMT-0004,F-01,2024-11-01,4859.74,89.64,4.8
PMT-0004,F-01,2024-12-01,4479.42,92.16,2.9
PMT-0005,F-01,2022-01-01,11297.08,87.97,6.1
PMT-0005,F-01,2022-02-01,14393.34,86.06,11.3
PMT-0005,F-01,2022-03-01,16192.36,88.04,14.9
PMT-0005,F-01,2022-04-01,19419.97,91.49,25.0
PMT-0005,F-01,2022-05-01,21397.42,84.48,30.3
PMT-0005,F-01,2022-06-01,21839.52,90.28,31.6
PMT-0005,F-01,2022-07-01,22622.11,86.04,30.1
PMT-0005,F-01,2022-08-01,19533.84,92.23,23.8
PMT-0005,F-01,2022-09-01,16621.0,90.72,19.8
PMT-0005,F-01,2022-10-01,13521.57,88.54,12.9
PMT-0005,F-01,2022-11-01,11864.6,94.45,6.7
PMT-0005,F-01,2022-12-01,10754.56,88.94,6.1
PMT-0005,F-01,2023-01-01,11226.44,86.79,5.4
PMT-0005,F-01,2023-02-01,13643.0,90.97,11.4
PMT-0005,F-01,2023-03-01,16341.12,86.06,18.3
PMT-0005,F-01,2023-04-01,18572.61,93.37,26.0
PMT-0005,F-01,2023-05-01,21684.28,91.24,32.0
PMT-0005,F-01,2023-06-01,21709.61,91.13,30.8
PMT-0005,F-01,2023-07-01,22586.07,93.07,28.6
PMT-0005,F-01,2023-08-01,19299.94,91.44,25.2
PMT-0005,F-01,2023-09-01,15826.62,88.31,17.9
PMT-0005,F-01,2023-10-01,13294.83,90.36,9.8
PMT-0005,F-01,2023-11-01,11387.25,87.82,5.2
PMT-0005,F-01,2023-12-01,11085.54,87.45,4.3
PMT-0005,F-01,2024-01-01,11359.05,84.43,6.6
PMT-0005,F-01,2024-02-01,13863.33,89.32,11.4
PMT-0005,F-01,2024-03-01,17337.16,96.53,19.2
PMT-0005,F-01,2024-04-01,19049.77,91.21,25.4
PMT-0005,F-01,2024-05-01,21195.79,89.73,30.7
PMT-0005,F-01,2024-06-01,21632.48,89.74,30.6
PMT-0005,F-01,2024-07-01,21445.19,84.71,29.5
PMT-0005,F-01,2024-08-01,18731.43,91.36,24.0
PMT-0005,F-01,2024-09-01,16113.7,93.62,18.9
PMT-0005,F-01,2024-10-01,13578.07,87.69,10.7
PMT-0005,F-01,2024-11-01,11328.17,90.32,6.5
PMT-0005,F-01,2024-12-01,10540.38,94.35,4.6
PMT-0006,F-01,2022-01-01,10850.61,92.09,6.1
PMT-0006,F-01,2022-02-01,13285.14,88.84,10.0
PMT-0006,F-01,2022-03-01,15650.57,93.43,17.3
PMT-0006,F-01,2022-04-01,18401.78,91.5,25.7
PMT-0006,F-01,2022-05-01,20102.85,86.39,30.3
PMT-0006,F-01,2022-06-01,20508.07,86.88,32.1
PMT-0006,F-01,2022-07-01,20261.26,87.64,29.6
PMT-0006,F-01,2022-08-01,18172.9,89.82,26.8
PMT-0006,F-01,2022-09-01,15511.98,88.02,18.0
PMT-0006,F-01,2022-10-01,12778.79,85.8,12.3
PMT-0006,F-01,2022-11-01,10946.64,82.49,5.5
PMT-0006,F-01,2022-12-01,10094.89,88.88,2.1
PMT-0006,F-01,2023-01-01,10708.01,88.97,6.1
PMT-0006,F-01,2023-02-01,13184.48,88.87,9.1
PMT-0006,F-01,2023-03-01,15551.35,88.56,16.5
PMT-0006,F-01,2023-04-01,19354.88,86.31,25.2
PMT-0006,F-01,2023-05-01,19722.7,84.72,31.8
PMT-0006,F-01,2023-06-01,20814.81,92.28,34.2
PMT-0006,F-01,2023-07-01,20511.87,89.33,29.9
PMT-0006,F-01,2023-08-01,18532.3,80.86,25.9
PMT-0006,F-01,2023-09-01,15119.44,83.73,18.8
PMT-0006,F-01,2023-10-01,12903.96,92.15,12.1
PMT-0006,F-01,2023-11-01,10545.36,93.19,5.6
PMT-0006,F-01,2023-12-01,10099.54,82.98,3.7
PMT-0006,F-01,2024-01-01,10811.52,89.9,6.3
PMT-0006,F-01,2024-02-01,12727.48,88.23,9.2
PMT-0006,F-01,2024-03-01,16047.88,90.15,18.0
PMT-0006,F-01,2024-04-01,18281.06,92.81,24.2
PMT-0006,F-01,2024-05-01,20176.24,92.59,28.1
PMT-0006,F-01,2024-06-01,20653.3,84.44,32.3
PMT-0006,F-01,2024-07-01,20182.98,88.4,31.2
PMT-0006,F-01,2024-08-01,18192.82,88.78,26.0
PMT-0006,F-01,2024-09-01,15453.32,85.91,18.4
PMT-0006,F-01,2024-10-01,12883.48,87.17,12.3
PMT-0006,F-01,2024-11-01,10351.02,89.96,6.7
PMT-0006,F-01,2024-12-01,10103.61,85.06,4.0
PMT-0007,F-01,2022-01-01,10857.62,85.44,4.9
PMT-0007,F-01,2022-02-01,12512.82,88.47,10.5
PMT-0007,F-01,2022-03-01,15345.01,87.31,19.7
PMT-0007,F-01,2022-04-01,18157.9,90.83,25.8
PMT-0007,F-01,2022-05-01,20054.54,87.15,30.3
PMT-0007,F-01,2022-06-01,21008.48,91.63,33.8
PMT-0007,F-01,2022-07-01,19710.69,89.19,30.6
PMT-0007,F-01,2022-08-01,18519.39,87.9,26.1
PMT-0007,F-01,2022-09-01,15820.19,90.39,17.4
PMT-0007,F-01,2022-10-01,12821.14,91.46,10.7
PMT-0007,F-01,2022-11-01,10662.75,89.22,5.6
PMT-0007,F-01,2022-12-01,10031.78,87.19,2.8
PMT-0007,F-01,2023-01-01,10705.64,88.58,7.1
PMT-0007,F-01,2023-02-01,12516.81,88.77,10.6
PMT-0007,F-01,2023-03-01,15001.45,90.42,18.2
PMT-0007,F-01,2023-04-01,18188.11,89.94,25.9
PMT-0007,F-01,2023-05-01,20591.32,85.33,28.8
PMT-0007,F-01,2023-06-01,21097.6,86.98,29.5
PMT-0007,F-01,2023-07-01,20090.11,88.32,31.6
PMT-0007,F-01,2023-08-01,17726.01,88.54,25.1
PMT-0007,F-01,2023-09-01,15421.43,96.85,17.9
PMT-0007,F-01,2023-10-01,12503.73,91.16,10.1
PMT-0007,F-01,2023-11-01,10580.41,85.18,7.2
PMT-0007,F-01,2023-12-01,9951.71,86.69,5.3
PMT-0007,F-01,2024-01-01,10860.35,90.05,6.7
PMT-0007,F-01,2024-02-01,12535.48,92.78,10.8
PMT-0007,F-01,2024-03-01,14985.52,87.71,16.3
PMT-0007,F-01,2024-04-01,18321.76,88.84,24.4
PMT-0007,F-01,2024-05-01,19410.96,87.79,30.3
PMT-0007,F-01,2024-06-01,20815.83,91.41,31.6
PMT-0007,F-01,2024-07-01,20181.1,88.36,28.5
PMT-0007,F-01,2024-08-01,17766.84,87.82,25.0
PMT-0007,F-01,2024-09-01,14842.35,90.43,18.6
PMT-0007,F-01,2024-10-01,12855.04,86.05,9.9
PMT-0007,F-01,2024-11-01,10381.68,89.3,5.8
PMT-0007,F-01,2024-12-01,10101.92,89.43,4.5
PMT-0008,F-01,2022-01-01,11545.01,85.0,4.8
PMT-0008,F-01,2022-02-01,13367.79,89.3,12.5
PMT-0008,F-01,2022-03-01,16585.21,89.18,16.9
PMT-0008,F-01,2022-04-01,19928.18,84.71,23.7
PMT-0008,F-01,2022-05-01,21986.91,88.66,30.9
PMT-0008,F-01,2022-06-01,21691.74,89.24,30.6
PMT-0008,F-01,2022-07-01,21364.65,87.11,30.6
PMT-0008,F-01,2022-08-01,20095.74,90.35,24.9
PMT-0008,F-01,2022-09-01,16362.94,87.28,18.9
PMT-0008,F-01,2022-10-01,13718.51,91.69,9.0
PMT-0008,F-01,2022-11-01,11589.12,86.86,6.4
PMT-0008,F-01,2022-12-01,10656.27,87.99,5.1
PMT-0008,F-01,2023-01-01,11838.5,86.21,5.9
PMT-0008,F-01,2023-02-01,13465.02,85.11,9.7
PMT-0008,F-01,2023-03-01,16349.65,88.97,16.4
PMT-0008,F-01,2023-04-01,19166.29,90.07,26.4
PMT-0008,F-01,2023-05-01,22039.48,90.9,30.3
PMT-0008,F-01,2023-06-01,22879.68,86.27,33.5
PMT-0008,F-01,2023-07-01,20935.28,90.95,30.7
PMT-0008,F-01,2023-08-01,19402.63,85.88,23.3
PMT-0008,F-01,2023-09-01,17301.13,86.05,18.3
PMT-0008,F-01,2023-10-01,13500.56,88.4,11.0
PMT-0008,F-01,2023-11-01,11423.93,86.62,5.7
PMT-0008,F-01,2023-12-01,10726.72,88.97,3.2
PMT-0008,F-01,2024-01-01,11420.8,85.7,5.1
PMT-0008,F-01,2024-02-01,13604.26,86.97,10.4
PMT-0008,F-01,2024-03-01,16943.4,93.74,18.1
PMT-0008,F-01,2024-04-01,19916.43,85.68,25.1
PMT-0008,F-01,2024-05-01,20202.31,89.54,33.2
PMT-0008,F-01,2024-06-01,21728.01,92.77,30.0
PMT-0008,F-01,2024-07-01,21579.53,88.02,31.2
PMT-0008,F-01,2024-08-01,18835.92,87.36,25.2
PMT-0008,F-01,2024-09-01,16692.89,90.58,17.1
PMT-0008,F-01,2024-10-01,13889.12,86.86,10.5
PMT-0008,F-01,2024-11-01,11269.13,90.55,5.8
PMT-0008,F-01,2024-12-01,10564.24,93.42,4.4
PMT-0009,F-01,2022-01-01,11267.33,90.68,8.2
PMT-0009,F-01,2022-02-01,13135.12,90.3,11.6
PMT-0009,F-01,2022-03-01,16455.33,93.51,16.2
PMT-0009,F-01,2022-04-01,19329.0,92.41,25.8
PMT-0009,F-01,2022-05-01,21272.78,88.94,28.0
PMT-0009,F-01,2022-06-01,21496.16,93.6,32.1
PMT-0009,F-01,2022-07-01,21161.71,87.31,29.5
PMT-0009,F-01,2022-08-01,19440.31,86.41,26.1
PMT-0009,F-01,2022-09-01,16258.9,84.69,18.1
PMT-0009,F-01,2022-10-01,13475.24,84.64,9.8
PMT-0009,F-01,2022-11-01,11816.68,89.45,5.0
PMT-0009,F-01,2022-12-01,10349.11,88.45,4.1
PMT-0009,F-01,2023-01-01,10911.39,89.03,8.0
PMT-0009,F-01,2023-02-01,12937.12,87.43,8.7
PMT-0009,F-01,2023-03-01,16022.98,90.9,18.4
PMT-0009,F-01,2023-04-01,18591.24,91.29,23.8
PMT-0009,F-01,2023-05-01,21556.28,91.21,31.2
PMT-0009,F-01,2023-06-01,22087.63,82.54,32.2
PMT-0009,F-01,2023-07-01,20396.15,90.88,30.1
PMT-0009,F-01,2023-08-01,19682.68,93.23,25.7
PMT-0009,F-01,2023-09-01,16901.07,90.12,16.1
PMT-0009,F-01,2023-10-01,13293.02,90.35,12.9
PMT-0009,F-01,2023-11-01,11134.42,93.13,4.9
PMT-0009,F-01,2023-12-01,9994.09,84.8,2.2
PMT-0009,F-01,2024-01-01,11209.64,89.04,4.9
PMT-0009,F-01,2024-02-01,13256.61,86.71,10.2
PMT-0009,F-01,2024-03-01,16664.85,95.2,17.2
PMT-0009,F-01,2024-04-01,18819.53,92.67,25.9
PMT-0009,F-01,2024-05-01,21720.77,90.62,30.2
PMT-0009,F-01,2024-06-01,21291.99,89.0,31.1
PMT-0009,F-01,2024-07-01,20799.91,90.49,29.1
PMT-0009,F-01,2024-08-01,19158.77,88.34,26.0
PMT-0009,F-01,2024-09-01,16650.55,88.76,17.6
PMT-0009,F-01,2024-10-01,13028.47,86.77,14.1
PMT-0009,F-01,2024-11-01,10967.97,90.28,7.0
PMT-0009,F-01,2024-12-01,10864.92,91.81,2.9
PMT-0010,F-01,2022-01-01,6313.28,85.13,6.3
PMT-0010,F-01,2022-02-01,7245.36,86.09,10.8
PMT-0010,F-01,2022-03-01,9274.08,85.37,18.5
PMT-0010,F-01,2022-04-01,10389.01,90.0,22.7
PMT-0010,F-01,2022-05-01,11581.54,89.22,30.4
PMT-0010,F-01,2022-06-01,12293.49,85.7,33.8
PMT-0010,F-01,2022-07-01,11594.57,88.71,31.8
PMT-0010,F-01,2022-08-01,10518.79,95.17,24.4
PMT-0010,F-01,2022-09-01,8920.94,87.42,17.5
PMT-0010,F-01,2022-10-01,7370.74,88.39,10.3
PMT-0010,F-01,2022-11-01,6291.49,92.27,5.9
PMT-0010,F-01,2022-12-01,5935.75,81.31,4.2
PMT-0010,F-01,2023-01-01,6298.16,89.79,4.9
PMT-0010,F-01,2023-02-01,7404.63,84.84,10.3
PMT-0010,F-01,2023-03-01,9059.43,90.4,18.6
PMT-0010,F-01,2023-04-01,10614.7,89.45,24.1
PMT-0010,F-01,2023-05-01,11448.49,88.42,29.4
PMT-0010,F-01,2023-06-01,11915.49,86.66,33.2
PMT-0010,F-01,2023-07-01,11451.87,91.43,30.9
PMT-0010,F-01,2023-08-01,10556.42,91.05,24.0
PMT-0010,F-01,2023-09-01,8931.56,90.16,19.2
PMT-0010,F-01,2023-10-01,7335.6,85.24,10.4
PMT-0010,F-01,2023-11-01,6441.69,93.0,4.0
PMT-0010,F-01,2023-12-01,5836.3,90.05,4.3
PMT-0010,F-01,2024-01-01,6232.95,89.19,5.6
PMT-0010,F-01,2024-02-01,7560.83,89.29,11.0
PMT-0010,F-01,2024-03-01,8959.95,85.71,19.1
PMT-0010,F-01,2024-04-01,10543.24,81.73,22.4
PMT-0010,F-01,2024-05-01,11764.84,90.98,29.0
PMT-0010,F-01,2024-06-01,12054.38,85.92,33.3
PMT-0010,F-01,2024-07-01,11503.47,87.26,31.5
PMT-0010,F-01,2024-08-01,10665.31,90.82,24.4
PMT-0010,F-01,2024-09-01,9075.76,83.22,18.9
PMT-0010,F-01,2024-10-01,7316.38,88.56,9.9
PMT-0010,F-01,2024-11-01,6296.51,95.14,5.5
PMT-0010,F-01,2024-12-01,5830.88,88.07,3.9
PMT-0011,F-02,2022-01-01,10443.84,98.59,6.8
PMT-0011,F-02,2022-02-01,12161.78,93.24,9.6
PMT-0011,F-02,2022-03-01,15287.44,99.64,17.6
PMT-0011,F-02,2022-04-01,17512.88,97.69,26.0
PMT-0011,F-02,2022-05-01,20230.56,100.0,29.4
PMT-0011,F-02,2022-06-01,20286.62,100.0,31.6
PMT-0011,F-02,2022-07-01,20262.18,99.03,30.5
PMT-0011,F-02,2022-08-01,17519.58,100.0,25.4
PMT-0011,F-02,2022-09-01,14873.49,100.0,16.9
PMT-0011,F-02,2022-10-01,12527.53,98.5,10.7
PMT-0011,F-02,2022-11-01,10538.71,99.94,4.5
PMT-0011,F-02,2022-12-01,10203.76,100.0,4.7
PMT-0011,F-02,2023-01-01,10366.21,96.91,5.4
PMT-0011,F-02,2023-02-01,12747.77,96.66,9.5
PMT-0011,F-02,2023-03-01,14870.47,99.25,18.3
PMT-0011,F-02,2023-04-01,17718.09,98.78,24.8
PMT-0011,F-02,2023-05-01,20485.64,97.04,27.9
PMT-0011,F-02,2023-06-01,20481.58,100.0,30.9
PMT-0011,F-02,2023-07-01,19878.62,100.0,30.4
PMT-0011,F-02,2023-08-01,17598.98,100.0,24.9
PMT-0011,F-02,2023-09-01,15333.58,100.0,19.9
PMT-0011,F-02,2023-10-01,12218.14,94.9,11.9
PMT-0011,F-02,2023-11-01,10151.34,98.23,8.0
PMT-0011,F-02,2023-12-01,10074.82,100.0,3.7
PMT-0011,F-02,2024-01-01,10753.78,100.0,6.4
PMT-0011,F-02,2024-02-01,12736.58,96.32,11.6
PMT-0011,F-02,2024-03-01,15395.79,98.14,16.5
PMT-0011,F-02,2024-04-01,17630.17,100.0,23.5
PMT-0011,F-02,2024-05-01,19612.74,97.36,30.6
PMT-0011,F-02,2024-06-01,19884.81,100.0,31.1
PMT-0011,F-02,2024-07-01,19136.23,95.81,31.1
PMT-0011,F-02,2024-08-01,17094.38,99.98,24.0
PMT-0011,F-02,2024-09-01,14952.29,99.98,18.6
PMT-0011,F-02,2024-10-01,12811.57,95.78,12.4
PMT-0011,F-02,2024-11-01,10750.38,97.36,6.3
PMT-0011,F-02,2024-12-01,10067.59,100.0,3.6
PMT-0012,F-02,2022-01-01,6707.45,100.0,4.9
PMT-0012,F-02,2022-02-01,7925.99,96.76,9.7
PMT-0012,F-02,2022-03-01,9910.12,93.75,18.8
PMT-0012,F-02,2022-04-01,11408.69,100.0,23.3
PMT-0012,F-02,2022-05-01,12780.55,96.45,27.8
PMT-0012,F-02,2022-06-01,12922.81,99.28,32.5
PMT-0012,F-02,2022-07-01,12359.76,100.0,31.0
PMT-0012,F-02,2022-08-01,11419.23,100.0,24.2
PMT-0012,F-02,2022-09-01,9909.98,100.0,17.5
PMT-0012,F-02,2022-10-01,8105.64,97.65,10.7
PMT-0012,F-02,2022-11-01,6719.96,100.0,5.8
PMT-0012,F-02,2022-12-01,6258.04,100.0,5.1
PMT-0012,F-02,2023-01-01,6668.81,96.49,5.6
PMT-0012,F-02,2023-02-01,7805.69,95.91,8.7
PMT-0012,F-02,2023-03-01,9652.18,100.0,17.0
PMT-0012,F-02,2023-04-01,11637.23,98.87,26.1
PMT-0012,F-02,2023-05-01,12834.69,97.42,32.4
PMT-0012,F-02,2023-06-01,13227.76,95.15,32.4
PMT-0012,F-02,2023-07-01,12831.21,100.0,31.3
PMT-0012,F-02,2023-08-01,11339.98,100.0,27.2
PMT-0012,F-02,2023-09-01,9785.77,100.0,16.0
PMT-0012,F-02,2023-10-01,8034.45,100.0,11.7
PMT-0012,F-02,2023-11-01,6780.4,100.0,7.0
PMT-0012,F-02,2023-12-01,6428.46,100.0,3.2
PMT-0012,F-02,2024-01-01,6707.52,100.0,6.3
PMT-0012,F-02,2024-02-01,8069.97,98.54,9.9
PMT-0012,F-02,2024-03-01,9792.1,97.41,18.1
PMT-0012,F-02,2024-04-01,11241.86,100.0,24.5
PMT-0012,F-02,2024-05-01,12898.51,97.67,31.4
PMT-0012,F-02,2024-06-01,12771.95,100.0,33.7
PMT-0012,F-02,2024-07-01,12542.04,100.0,28.8
PMT-0012,F-02,2024-08-01,11315.81,93.9,25.1
PMT-0012,F-02,2024-09-01,9841.16,100.0,18.1
PMT-0012,F-02,2024-10-01,8130.32,100.0,12.3
PMT-0012,F-02,2024-11-01,6587.8,95.95,4.3
PMT-0012,F-02,2024-12-01,6292.33,95.76,2.7
PMT-0013,F-02,2022-01-01,6590.82,94.44,5.4
PMT-0013,F-02,2022-02-01,7841.86,100.0,12.8
PMT-0013,F-02,2022-03-01,9571.0,99.66,15.1
PMT-0013,F-02,2022-04-01,11575.75,99.98,25.8
PMT-0013,F-02,2022-05-01,12463.21,100.0,30.3
PMT-0013,F-02,2022-06-01,13118.27,99.57,32.5
PMT-0013,F-02,2022-07-01,12280.23,100.0,27.9
PMT-0013,F-02,2022-08-01,11652.39,100.0,27.5
PMT-0013,F-02,2022-09-01,9610.37,97.84,18.6
PMT-0013,F-02,2022-10-01,7834.74,95.81,11.2
PMT-0013,F-02,2022-11-01,6747.3,94.55,6.5
PMT-0013,F-02,2022-12-01,6228.86,100.0,2.8
PMT-0013,F-02,2023-01-01,6862.65,96.04,6.5
PMT-0013,F-02,2023-02-01,7883.66,100.0,10.3
PMT-0013,F-02,2023-03-01,9691.18,95.5,20.0
PMT-0013,F-02,2023-04-01,11443.73,100.0,23.5
