pmt_id,feeder_id,month,injected_energy_kwh,pmt_uptime_pct,avg_temp_c
PMT-0008,F-01,2022-08-01,13295.0,91.36,23.7
PMT-0008,F-01,2022-09-01,11024.38,90.32,17.6
PMT-0008,F-01,2022-10-01,9405.27,91.54,12.1
PMT-0008,F-01,2022-11-01,8377.05,90.8,5.5
PMT-0008,F-01,2022-12-01,7745.25,89.35,5.7
PMT-0008,F-01,2023-01-01,8531.42,90.7,6.8
PMT-0008,F-01,2023-02-01,9967.47,87.42,13.3
PMT-0008,F-01,2023-03-01,11774.73,90.21,16.8
PMT-0008,F-01,2023-04-01,12986.52,88.62,26.1
PMT-0008,F-01,2023-05-01,14080.52,88.73,29.9
PMT-0008,F-01,2023-06-01,14307.89,95.57,33.7
PMT-0008,F-01,2023-07-01,14413.76,83.39,30.0
PMT-0008,F-01,2023-08-01,12466.06,92.12,25.3
PMT-0008,F-01,2023-09-01,10901.96,89.8,15.8
PMT-0008,F-01,2023-10-01,9523.45,91.53,11.2
PMT-0008,F-01,2023-11-01,7914.15,90.35,3.6
PMT-0008,F-01,2023-12-01,8046.8,91.51,5.0
PMT-0008,F-01,2024-01-01,8222.32,88.82,5.3
PMT-0008,F-01,2024-02-01,9973.22,85.16,10.1
PMT-0008,F-01,2024-03-01,11277.76,92.33,19.6
PMT-0008,F-01,2024-04-01,13352.63,87.63,24.8
PMT-0008,F-01,2024-05-01,14177.91,83.89,29.0
PMT-0008,F-01,2024-06-01,14158.41,89.7,31.3
PMT-0008,F-01,2024-07-01,14863.09,90.43,32.1
PMT-0008,F-01,2024-08-01,13084.97,92.44,25.8
PMT-0008,F-01,2024-09-01,11111.69,88.53,19.5
PMT-0008,F-01,2024-10-01,9362.63,93.37,10.3
PMT-0008,F-01,2024-11-01,8224.09,91.29,7.2
PMT-0008,F-01,2024-12-01,7896.87,88.14,4.6
PMT-0009,F-01,2022-01-01,10277.62,89.06,3.9
PMT-0009,F-01,2022-02-01,13289.12,90.17,12.0
PMT-0009,F-01,2022-03-01,13525.04,91.11,17.7
PMT-0009,F-01,2022-04-01,17899.05,91.16,26.5
PMT-0009,F-01,2022-05-01,19329.66,92.24,30.6
PMT-0009,F-01,2022-06-01,19205.5,83.52,34.0
PMT-0009,F-01,2022-07-01,20248.44,89.48,28.3
PMT-0009,F-01,2022-08-01,16910.24,85.66,25.2
PMT-0009,F-01,2022-09-01,15307.15,89.09,17.6
PMT-0009,F-01,2022-10-01,11558.3,89.61,8.2
PMT-0009,F-01,2022-11-01,11575.94,84.89,4.0
PMT-0009,F-01,2022-12-01,7912.37,89.5,2.3
PMT-0009,F-01,2023-01-01,10120.65,98.12,4.3
PMT-0009,F-01,2023-02-01,13838.73,91.76,10.7
PMT-0009,F-01,2023-03-01,14768.13,93.14,18.9
PMT-0009,F-01,2023-04-01,17558.27,89.77,23.9
PMT-0009,F-01,2023-05-01,18324.28,88.78,29.5
PMT-0009,F-01,2023-06-01,18394.95,89.43,32.0
PMT-0009,F-01,2023-07-01,18773.19,83.57,29.7
PMT-0009,F-01,2023-08-01,19712.69,94.24,26.2
PMT-0009,F-01,2023-09-01,17072.15,89.05,17.6
PMT-0009,F-01,2023-10-01,12591.49,85.62,9.8
PMT-0009,F-01,2023-11-01,11232.88,92.6,7.3
PMT-0009,F-01,2023-12-01,10622.43,91.0,4.3
PMT-0009,F-01,2024-01-01,10675.23,96.12,5.7
PMT-0009,F-01,2024-02-01,12757.14,93.72,10.9
PMT-0009,F-01,2024-03-01,13418.18,91.66,19.0
PMT-0009,F-01,2024-04-01,18047.01,92.7,24.3
PMT-0009,F-01,2024-05-01,19460.89,87.6,29.1
PMT-0009,F-01,2024-06-01,17715.74,92.22,32.3
PMT-0009,F-01,2024-07-01,20626.0,92.66,27.2
PMT-0009,F-01,2024-08-01,19137.19,89.2,23.7
PMT-0009,F-01,2024-09-01,14628.41,87.74,17.4
PMT-0009,F-01,2024-10-01,12052.22,91.48,10.3
PMT-0009,F-01,2024-11-01,8740.91,91.75,5.5
PMT-0009,F-01,2024-12-01,8914.87,86.16,4.1
PMT-0010,F-01,2022-01-01,3218.47,90.15,7.8
PMT-0010,F-01,2022-02-01,3905.93,90.87,10.0
PMT-0010,F-01,2022-03-01,4632.15,86.32,19.3
PMT-0010,F-01,2022-04-01,5368.32,85.14,27.3
PMT-0010,F-01,2022-05-01,5861.4,89.52,29.8
PMT-0010,F-01,2022-06-01,6083.26,94.24,31.8
PMT-0010,F-01,2022-07-01,5856.6,90.09,29.7
PMT-0010,F-01,2022-08-01,5471.44,92.97,24.1
PMT-0010,F-01,2022-09-01,4291.88,89.51,18.0
PMT-0010,F-01,2022-10-01,3750.28,92.6,11.6
PMT-0010,F-01,2022-11-01,3326.51,90.95,8.4
PMT-0010,F-01,2022-12-01,3050.15,86.23,5.1
PMT-0010,F-01,2023-01-01,3366.95,85.71,5.1
PMT-0010,F-01,2023-02-01,3837.04,87.96,10.1
PMT-0010,F-01,2023-03-01,4625.28,93.04,18.2
PMT-0010,F-01,2023-04-01,5554.05,93.41,24.3
PMT-0010,F-01,2023-05-01,5707.72,92.08,29.1
PMT-0010,F-01,2023-06-01,6216.08,88.86,34.2
PMT-0010,F-01,2023-07-01,6036.15,93.92,30.1
PMT-0010,F-01,2023-08-01,5265.73,90.99,23.9
PMT-0010,F-01,2023-09-01,4637.79,90.44,18.7
PMT-0010,F-01,2023-10-01,3700.45,93.91,11.5
PMT-0010,F-01,2023-11-01,3238.84,88.81,5.4
PMT-0010,F-01,2023-12-01,2804.16,88.62,4.0
PMT-0010,F-01,2024-01-01,3192.24,96.01,4.2
PMT-0010,F-01,2024-02-01,3819.78,88.33,11.1
PMT-0010,F-01,2024-03-01,4769.68,90.25,19.0
PMT-0010,F-01,2024-04-01,5707.34,88.15,25.9
PMT-0010,F-01,2024-05-01,5724.91,91.66,28.1
PMT-0010,F-01,2024-06-01,6049.41,90.25,31.6
PMT-0010,F-01,2024-07-01,5816.98,86.56,32.6
PMT-0010,F-01,2024-08-01,5303.31,93.19,24.6
PMT-0010,F-01,2024-09-01,4482.8,92.71,17.7
PMT-0010,F-01,2024-10-01,3716.84,91.24,12.0
PMT-0010,F-01,2024-11-01,3112.61,89.04,3.7
PMT-0010,F-01,2024-12-01,3064.94,87.21,4.3
PMT-0011,F-02,2022-01-01,28731.62,100.0,5.1
PMT-0011,F-02,2022-02-01,33362.3,96.54,12.3
PMT-0011,F-02,2022-03-01,41549.45,98.53,14.2
PMT-0011,F-02,2022-04-01,43489.6,91.31,24.8
PMT-0011,F-02,2022-05-01,51625.44,100.0,30.9
PMT-0011,F-02,2022-06-01,56438.45,100.0,33.0
PMT-0011,F-02,2022-07-01,54466.48,95.56,31.8
PMT-0011,F-02,2022-08-01,47913.22,96.95,27.0
PMT-0011,F-02,2022-09-01,40802.08,98.57,18.6
PMT-0011,F-02,2022-10-01,33910.42,100.0,11.1
PMT-0011,F-02,2022-11-01,27208.74,98.78,5.3
PMT-0011,F-02,2022-12-01,25594.49,97.6,3.7
PMT-0011,F-02,2023-01-01,28389.54,96.89,6.5
PMT-0011,F-02,2023-02-01,34063.02,100.0,12.6
PMT-0011,F-02,2023-03-01,40059.58,95.18,16.4
PMT-0011,F-02,2023-04-01,46551.25,100.0,27.3
PMT-0011,F-02,2023-05-01,53448.33,94.26,28.7
PMT-0011,F-02,2023-06-01,52874.24,97.47,30.8
PMT-0011,F-02,2023-07-01,50937.57,97.06,31.1
PMT-0011,F-02,2023-08-01,46744.43,100.0,22.3
PMT-0011,F-02,2023-09-01,38872.28,98.6,18.0
PMT-0011,F-02,2023-10-01,32343.16,100.0,10.6
PMT-0011,F-02,2023-11-01,26370.77,100.0,6.7
PMT-0011,F-02,2023-12-01,25617.37,100.0,4.7
PMT-0011,F-02,2024-01-01,28132.35,100.0,7.5
PMT-0011,F-02,2024-02-01,31937.93,100.0,10.0
PMT-0011,F-02,2024-03-01,39223.17,97.41,18.9
PMT-0011,F-02,2024-04-01,45636.28,96.51,25.7
PMT-0011,F-02,2024-05-01,51531.05,100.0,32.1
PMT-0011,F-02,2024-06-01,54015.33,100.0,33.0
PMT-0011,F-02,2024-07-01,51157.28,100.0,29.5
PMT-0011,F-02,2024-08-01,44953.9,95.53,25.0
PMT-0011,F-02,2024-09-01,38497.09,97.47,17.3
PMT-0011,F-02,2024-10-01,31484.4,100.0,11.8
PMT-0011,F-02,2024-11-01,25064.3,100.0,4.1
PMT-0011,F-02,2024-12-01,26671.94,97.77,2.1
PMT-0012,F-02,2022-01-01,11387.59,97.79,5.5
PMT-0012,F-02,2022-02-01,14236.2,100.0,10.3
PMT-0012,F-02,2022-03-01,16746.22,100.0,17.2
PMT-0012,F-02,2022-04-01,17310.94,100.0,24.6
PMT-0012,F-02,2022-05-01,21343.05,97.82,29.5
PMT-0012,F-02,2022-06-01,21825.77,99.13,32.4
PMT-0012,F-02,2022-07-01,20306.23,99.52,30.0
PMT-0012,F-02,2022-08-01,17324.09,99.44,23.9
PMT-0012,F-02,2022-09-01,15803.66,100.0,17.5
PMT-0012,F-02,2022-10-01,13014.97,97.96,10.2
PMT-0012,F-02,2022-11-01,11685.26,97.9,5.4
PMT-0012,F-02,2022-12-01,10979.1,99.1,4.4
PMT-0012,F-02,2023-01-01,12375.66,94.2,7.5
PMT-0012,F-02,2023-02-01,14467.0,96.33,10.7
PMT-0012,F-02,2023-03-01,18467.91,97.52,18.9
PMT-0012,F-02,2023-04-01,18412.36,99.23,25.9
PMT-0012,F-02,2023-05-01,21906.91,98.26,31.6
PMT-0012,F-02,2023-06-01,19863.99,100.0,33.1
PMT-0012,F-02,2023-07-01,20363.58,100.0,30.4
PMT-0012,F-02,2023-08-01,18371.85,99.7,25.1
PMT-0012,F-02,2023-09-01,15762.11,100.0,17.8
PMT-0012,F-02,2023-10-01,13967.83,95.11,10.1
PMT-0012,F-02,2023-11-01,11487.51,98.31,4.5
PMT-0012,F-02,2023-12-01,10412.39,100.0,1.8
PMT-0012,F-02,2024-01-01,12617.13,100.0,8.2
PMT-0012,F-02,2024-02-01,14074.36,100.0,11.4
PMT-0012,F-02,2024-03-01,15798.97,97.45,16.9
PMT-0012,F-02,2024-04-01,19755.0,98.2,25.1
PMT-0012,F-02,2024-05-01,20565.01,100.0,30.9
PMT-0012,F-02,2024-06-01,20241.75,98.94,32.3
PMT-0012,F-02,2024-07-01,21609.52,99.38,28.7
PMT-0012,F-02,2024-08-01,17847.97,98.5,23.3
PMT-0012,F-02,2024-09-01,15509.92,99.63,17.9
PMT-0012,F-02,2024-10-01,13734.27,97.86,13.0
PMT-0012,F-02,2024-11-01,11664.86,100.0,4.9
PMT-0012,F-02,2024-12-01,11304.3,100.0,2.8
PMT-0013,F-02,2022-01-01,10301.89,100.0,6.1
PMT-0013,F-02,2022-02-01,11946.05,95.89,11.4
PMT-0013,F-02,2022-03-01,14332.85,100.0,19.4
PMT-0013,F-02,2022-04-01,17594.39,100.0,25.2
PMT-0013,F-02,2022-05-01,19857.09,93.55,28.2
PMT-0013,F-02,2022-06-01,19477.84,95.74,32.5
PMT-0013,F-02,2022-07-01,20129.79,95.28,33.2
PMT-0013,F-02,2022-08-01,17088.62,100.0,24.0
PMT-0013,F-02,2022-09-01,14823.85,100.0,18.1
PMT-0013,F-02,2022-10-01,12278.49,97.22,13.4
PMT-0013,F-02,2022-11-01,11149.56,100.0,7.2
PMT-0013,F-02,2022-12-01,10242.53,100.0,1.7
PMT-0013,F-02,2023-01-01,11362.47,100.0,6.2
PMT-0013,F-02,2023-02-01,12159.15,95.48,9.1
PMT-0013,F-02,2023-03-01,15777.22,96.4,18.0
PMT-0013,F-02,2023-04-01,17171.4,99.79,25.4
