feeder_id,month,injected_energy_kwh,feeder_uptime_pct,avg_temp_c
F-02,2024-08-01,187217.0,97.8,24.6
F-02,2024-09-01,157492.83,98.71,18.2
F-02,2024-10-01,135218.69,99.4,10.8
F-02,2024-11-01,113313.89,99.07,5.4
F-02,2024-12-01,112147.91,98.66,3.5
F-03,2022-01-01,137976.21,87.16,5.4
F-03,2022-02-01,160561.14,86.86,10.8
F-03,2022-03-01,194750.71000000002,87.84,18.5
F-03,2022-04-01,221590.47,87.26,24.9
F-03,2022-05-01,242398.09999999998,87.29,29.4
F-03,2022-06-01,248217.55,88.43,31.8
F-03,2022-07-01,240023.87,88.36,30.0
F-03,2022-08-01,216099.41,87.46,24.3
F-03,2022-09-01,185386.73,87.16,17.9
F-03,2022-10-01,158709.27000000002,87.96,11.7
F-03,2022-11-01,134675.11,85.77,6.4
F-03,2022-12-01,127807.51,85.23,3.4
F-03,2023-01-01,136166.9,86.73,5.6
F-03,2023-02-01,161166.77000000002,86.99,11.2
F-03,2023-03-01,189107.84,88.66,18.8
F-03,2023-04-01,222067.94,87.89,24.8
F-03,2023-05-01,241815.28,85.87,30.0
F-03,2023-06-01,246643.66999999998,88.17,32.0
F-03,2023-07-01,244038.32,86.34,30.0
F-03,2023-08-01,215604.31,86.8,25.1
F-03,2023-09-01,184095.22,89.52,17.8
F-03,2023-10-01,158064.85,86.35,11.0
F-03,2023-11-01,133090.08,88.66,6.2
F-03,2023-12-01,123813.15,85.17,4.0
F-03,2024-01-01,134736.58,87.33,6.5
F-03,2024-02-01,159371.78,86.97,11.2
F-03,2024-03-01,191369.53,87.05,17.7
F-03,2024-04-01,222065.88,87.06,24.8
F-03,2024-05-01,240791.09,87.78,30.1
F-03,2024-06-01,248007.28999999998,87.55,32.3
F-03,2024-07-01,237804.35,86.37,29.4
F-03,2024-08-01,214381.78,87.78,25.0
F-03,2024-09-01,183699.97,86.32,18.0
F-03,2024-10-01,158466.65,87.03,11.3
F-03,2024-11-01,133253.07,86.35,5.8
F-03,2024-12-01,126745.5,86.65,3.7
F-04,2022-01-01,129022.32,91.69,5.3
F-04,2022-02-01,151288.5,93.19,11.2
F-04,2022-03-01,184011.08000000002,92.48,17.9
F-04,2022-04-01,214368.64,92.64,24.4
F-04,2022-05-01,229466.44,92.56,29.9
F-04,2022-06-01,240761.97999999998,93.7,31.9
F-04,2022-07-01,232612.78,92.2,30.6
F-04,2022-08-01,207952.3,94.1,24.5
F-04,2022-09-01,176014.44,92.54,17.9
F-04,2022-10-01,145582.65,94.21,10.1
F-04,2022-11-01,126582.86,94.59,5.4
F-04,2022-12-01,117599.54,93.95,4.1
F-04,2023-01-01,128230.03,93.88,6.4
F-04,2023-02-01,151481.88,92.77,11.2
F-04,2023-03-01,174769.41,92.62,17.8
F-04,2023-04-01,203349.43,90.85,25.2
F-04,2023-05-01,222040.41,92.36,30.2
F-04,2023-06-01,237991.98,92.78,32.1
F-04,2023-07-01,226917.97,93.04,29.1
F-04,2023-08-01,203709.91,94.38,25.4
F-04,2023-09-01,176847.94,93.33,17.7
F-04,2023-10-01,142962.74,92.06,10.7
F-04,2023-11-01,124130.86,92.16,5.6
F-04,2023-12-01,118185.62,93.57,4.8
F-04,2024-01-01,126275.87,91.42,6.0
F-04,2024-02-01,147024.16999999998,91.79,11.5
F-04,2024-03-01,177341.55,92.54,18.1
F-04,2024-04-01,209572.68,93.08,25.4
F-04,2024-05-01,226987.18,92.18,29.7
F-04,2024-06-01,231560.69999999998,92.08,31.8
F-04,2024-07-01,228908.98,92.08,30.7
F-04,2024-08-01,206514.21,92.26,24.7
F-04,2024-09-01,175304.69,91.27,17.6
F-04,2024-10-01,147412.78,93.56,10.8
F-04,2024-11-01,125781.18,92.45,6.3
F-04,2024-12-01,117453.83,91.26,4.4
F-05,2022-01-01,135686.15,88.71,5.8
F-05,2022-02-01,164374.53,89.26,10.6
F-05,2022-03-01,195235.44,90.35,17.6
F-05,2022-04-01,224274.65,89.44,25.5
F-05,2022-05-01,243282.74,89.58,30.0
F-05,2022-06-01,250648.7,88.93,31.9
F-05,2022-07-01,238976.98,89.12,29.9
F-05,2022-08-01,217986.84,89.72,24.6
F-05,2022-09-01,187523.14,89.52,18.4
F-05,2022-10-01,155402.63,89.14,11.6
F-05,2022-11-01,135524.24,89.21,6.2
F-05,2022-12-01,126896.32,89.01,4.0
F-05,2023-01-01,135722.52,88.26,5.9
F-05,2023-02-01,160722.1,88.68,11.0
F-05,2023-03-01,196501.82,89.48,18.4
F-05,2023-04-01,225324.91,89.43,24.5
F-05,2023-05-01,240977.4,89.15,29.9
F-05,2023-06-01,252081.03,89.73,31.3
F-05,2023-07-01,237187.92,89.4,30.2
F-05,2023-08-01,216852.72,89.25,25.6
F-05,2023-09-01,185260.11000000002,88.46,18.0
F-05,2023-10-01,155764.83000000002,88.65,11.4
F-05,2023-11-01,135446.89,89.71,5.8
F-05,2023-12-01,126548.11,88.88,3.8
F-05,2024-01-01,137609.56,88.74,5.0
F-05,2024-02-01,162371.79,90.38,10.7
F-05,2024-03-01,193489.66,88.82,18.3
F-05,2024-04-01,221765.6,89.33,24.4
F-05,2024-05-01,243141.22,88.99,30.3
F-05,2024-06-01,248901.45,88.43,32.2
F-05,2024-07-01,236913.89,89.23,30.3
F-05,2024-08-01,215451.78,87.86,24.8
F-05,2024-09-01,186145.43,89.31,17.6
F-05,2024-10-01,158000.82,91.16,11.7
F-05,2024-11-01,130537.35,87.88,5.5
F-05,2024-12-01,124966.43000000001,90.35,4.0
F-06,2022-01-01,94570.25,90.15,5.9
F-06,2022-02-01,112911.22,90.08,10.9
F-06,2022-03-01,135036.61000000002,90.99,18.3
F-06,2022-04-01,149538.42,92.04,24.9
F-06,2022-05-01,162346.22999999998,89.4,29.8
F-06,2022-06-01,163381.61,88.84,32.1
F-06,2022-07-01,160062.32,93.17,30.4
F-06,2022-08-01,145002.54,92.37,25.2
F-06,2022-09-01,125188.45,92.44,18.4
F-06,2022-10-01,105631.22,89.96,11.4
F-06,2022-11-01,92537.6,91.24,5.1
F-06,2022-12-01,87956.43,90.62,4.2
F-06,2023-01-01,95584.37,89.42,5.3
F-06,2023-02-01,113059.26,91.69,10.9
F-06,2023-03-01,133915.11,91.04,18.1
F-06,2023-04-01,147765.34,90.62,26.0
F-06,2023-05-01,161111.23,91.48,30.4
F-06,2023-06-01,160460.0,90.06,31.8
F-06,2023-07-01,158942.99,89.65,29.8
F-06,2023-08-01,138055.37,89.81,24.8
F-06,2023-09-01,122735.71,89.68,17.4
F-06,2023-10-01,104365.36,92.11,11.1
F-06,2023-11-01,91915.49,91.01,6.3
F-06,2023-12-01,87725.20999999999,90.41,4.0
F-06,2024-01-01,96419.56,91.87,6.1
F-06,2024-02-01,111897.73,90.86,10.8
F-06,2024-03-01,133917.24,91.24,18.0
F-06,2024-04-01,149708.91,91.48,25.1
F-06,2024-05-01,159251.99,90.45,29.7
F-06,2024-06-01,162613.41,92.51,32.2
F-06,2024-07-01,158183.64,89.19,30.0
F-06,2024-08-01,138718.66999999998,90.02,25.5
F-06,2024-09-01,121712.64,90.81,18.2
F-06,2024-10-01,104658.11,91.36,10.7
F-06,2024-11-01,92261.95,91.11,5.6
F-06,2024-12-01,87770.36,90.45,3.9
F-07,2022-01-01,160095.7,96.47,6.7
F-07,2022-02-01,189244.19,95.36,11.2
F-07,2022-03-01,223493.41999999998,95.27,18.2
F-07,2022-04-01,258072.12,94.29,24.6
F-07,2022-05-01,285762.8,94.28,30.0
F-07,2022-06-01,292922.11,94.15,31.9
F-07,2022-07-01,283667.2,96.39,30.5
F-07,2022-08-01,253894.58,97.67,24.7
F-07,2022-09-01,218896.9,92.72,18.2
F-07,2022-10-01,182276.01,94.88,11.2
F-07,2022-11-01,155765.29,94.92,5.9
F-07,2022-12-01,146485.16999999998,95.03,3.3
F-07,2023-01-01,157416.72,97.37,6.3
F-07,2023-02-01,185607.86000000002,96.84,10.2
F-07,2023-03-01,222608.41,95.31,18.0
F-07,2023-04-01,257805.01,96.89,24.6
F-07,2023-05-01,283156.88,94.52,29.7
F-07,2023-06-01,296023.01,95.74,31.9
F-07,2023-07-01,287740.61,94.52,29.8
F-07,2023-08-01,253335.0,95.77,25.0
F-07,2023-09-01,218470.5,95.25,18.4
F-07,2023-10-01,180311.11,93.4,10.6
F-07,2023-11-01,154615.73,94.71,5.4
F-07,2023-12-01,145646.28,96.12,4.0
F-07,2024-01-01,157798.22,95.38,6.4
F-07,2024-02-01,183941.56,95.2,11.4
F-07,2024-03-01,223521.13,94.0,18.0
F-07,2024-04-01,256731.24,95.56,24.9
F-07,2024-05-01,282290.2,94.82,29.3
F-07,2024-06-01,287758.79,94.94,31.7
F-07,2024-07-01,279690.96,94.95,30.2
F-07,2024-08-01,252543.62,94.71,25.1
F-07,2024-09-01,208869.91,95.76,18.7
F-07,2024-10-01,177864.15,93.96,11.3
F-07,2024-11-01,152316.35,93.47,5.7
F-07,2024-12-01,143497.83,94.31,4.7
F-08,2022-01-01,123232.69,87.07,5.8
F-08,2022-02-01,148213.28,88.12,11.4
F-08,2022-03-01,177133.62,86.58,18.0
F-08,2022-04-01,205280.8,87.92,25.2
F-08,2022-05-01,222181.7,88.39,29.8
F-08,2022-06-01,229148.74000000002,87.92,31.9
F-08,2022-07-01,221457.2,88.0,29.6
F-08,2022-08-01,200121.13,86.92,24.9
F-08,2022-09-01,169152.75,86.11,18.1
F-08,2022-10-01,144637.51,88.58,11.4
F-08,2022-11-01,126268.78,86.0,5.9
F-08,2022-12-01,115774.02,88.52,4.3
F-08,2023-01-01,125831.68000000001,87.45,6.0
F-08,2023-02-01,145691.28,89.17,11.0
F-08,2023-03-01,174260.72,86.15,17.5
F-08,2023-04-01,201622.3,88.38,25.5
F-08,2023-05-01,221677.37,86.83,29.8
F-08,2023-06-01,226317.79,86.62,31.9
F-08,2023-07-01,221252.63999999998,87.14,29.5
F-08,2023-08-01,195130.83,86.33,24.3
F-08,2023-09-01,171453.4,88.33,18.2
F-08,2023-10-01,142279.73,87.14,11.0
F-08,2023-11-01,121460.98000000001,87.71,6.1
F-08,2023-12-01,115378.09,87.2,3.7
F-08,2024-01-01,124226.55,86.75,6.0
F-08,2024-02-01,146578.68,90.36,11.2
F-08,2024-03-01,172743.24,88.12,18.2
F-08,2024-04-01,205711.73,87.37,25.5
F-08,2024-05-01,220897.41999999998,88.39,29.5
F-08,2024-06-01,230859.52,89.2,32.2
F-08,2024-07-01,218497.63,86.62,30.2
F-08,2024-08-01,196118.79,85.89,25.6
F-08,2024-09-01,167280.23,86.96,17.8
F-08,2024-10-01,144021.99,86.17,11.0
F-08,2024-11-01,122136.09,87.06,5.7
F-08,2024-12-01,114295.92,87.34,4.8
F-09,2022-01-01,126658.62,89.37,5.7
F-09,2022-02-01,147762.86000000002,88.18,11.2
F-09,2022-03-01,178788.58000000002,88.55,18.1
F-09,2022-04-01,205647.87,89.06,25.8
F-09,2022-05-01,221409.15,88.66,29.8
F-09,2022-06-01,228932.71000000002,88.99,31.9
F-09,2022-07-01,221225.79,89.12,29.5
F-09,2022-08-01,196463.37,87.08,24.4
F-09,2022-09-01,170120.96,87.81,18.4
F-09,2022-10-01,141875.52,87.99,11.6
F-09,2022-11-01,123046.5,88.29,6.1
F-09,2022-12-01,116216.79999999999,88.31,3.2
F-09,2023-01-01,126153.01999999999,89.02,5.5
F-09,2023-02-01,148100.09,88.72,11.3
F-09,2023-03-01,175976.38,87.08,17.4
F-09,2023-04-01,207742.01,89.49,24.8
F-09,2023-05-01,220566.46,86.65,30.7
F-09,2023-06-01,229765.25,86.2,31.6
F-09,2023-07-01,222043.73,88.19,30.0
F-09,2023-08-01,200047.76,89.15,24.9
F-09,2023-09-01,168513.6,87.86,18.0
F-09,2023-10-01,141968.84,86.16,10.6
F-09,2023-11-01,125824.73,88.42,6.4
F-09,2023-12-01,116535.76,88.06,4.2
F-09,2024-01-01,126534.12,85.8,5.6
F-09,2024-02-01,148370.5,88.9,10.8
F-09,2024-03-01,177411.76,87.8,18.2
F-09,2024-04-01,205021.86000000002,88.69,25.5
F-09,2024-05-01,224379.22999999998,89.75,30.1
F-09,2024-06-01,226558.37,88.82,32.3
F-09,2024-07-01,217482.75,88.41,30.6
F-09,2024-08-01,199543.62,87.85,25.5
F-09,2024-09-01,169872.69,87.39,18.0
F-09,2024-10-01,139571.78,88.61,10.5
F-09,2024-11-01,123737.42,86.44,5.1
F-09,2024-12-01,114721.6,88.94,3.6
F-10,2022-01-01,113103.59,89.4,5.4
F-10,2022-02-01,133723.71,89.5,11.0
F-10,2022-03-01,163701.05,89.17,18.3
F-10,2022-04-01,186724.68,91.34,24.9
F-10,2022-05-01,206284.23,90.13,29.8
F-10,2022-06-01,213643.2,90.21,32.1
F-10,2022-07-01,207589.42,89.85,30.6
F-10,2022-08-01,188342.34,88.07,25.0
F-10,2022-09-01,158757.33000000002,89.02,18.3
F-10,2022-10-01,134496.19,90.23,11.2
F-10,2022-11-01,114506.61,89.99,6.2
F-10,2022-12-01,106230.53,89.44,3.7
F-10,2023-01-01,113906.87,89.46,6.2
F-10,2023-02-01,137813.53,88.13,11.2
F-10,2023-03-01,165207.45,90.78,18.2
F-10,2023-04-01,189525.05000000002,89.26,25.0
F-10,2023-05-01,205986.3,89.86,30.5
F-10,2023-06-01,210201.1,90.92,33.0
F-10,2023-07-01,207132.41,89.82,30.3
F-10,2023-08-01,186216.05,92.73,25.0
F-10,2023-09-01,159541.86,90.2,18.2
F-10,2023-10-01,131804.18,90.36,10.9
F-10,2023-11-01,113279.68,89.07,5.4
F-10,2023-12-01,106423.49,89.38,4.0
F-10,2024-01-01,114531.82,90.58,5.6
F-10,2024-02-01,136076.32,90.91,10.4
F-10,2024-03-01,161582.8,90.64,18.5
F-10,2024-04-01,189727.08000000002,89.26,24.7
F-10,2024-05-01,204008.77,89.51,30.4
F-10,2024-06-01,210340.56,89.33,32.3
F-10,2024-07-01,209299.27,89.39,30.2
F-10,2024-08-01,186663.07,88.05,24.5
F-10,2024-09-01,160208.42,89.77,18.3
F-10,2024-10-01,129234.15,89.62,11.9
F-10,2024-11-01,114211.23,88.94,6.4
F-10,2024-12-01,107384.27,90.26,4.0
F-11,2022-01-01,114512.09,91.29,5.9
F-11,2022-02-01,135499.59,92.52,10.6
F-11,2022-03-01,162859.22,90.29,18.2
F-11,2022-04-01,183773.4,92.08,24.2
F-11,2022-05-01,203310.22,91.04,31.0
F-11,2022-06-01,211123.53,91.29,31.9
F-11,2022-07-01,200744.38,93.4,30.8
F-11,2022-08-01,179767.41999999998,90.33,25.2
F-11,2022-09-01,152749.07,93.43,18.3
F-11,2022-10-01,130716.48,93.55,11.0
F-11,2022-11-01,113069.58,92.32,6.2
F-11,2022-12-01,107006.66,91.37,3.0
F-11,2023-01-01,116647.62,90.17,5.8
F-11,2023-02-01,133814.33000000002,92.34,10.6
F-11,2023-03-01,161918.66999999998,92.29,17.8
F-11,2023-04-01,185680.34,92.66,24.9
F-11,2023-05-01,200418.41,91.71,30.2
F-11,2023-06-01,210099.4,93.0,31.3
F-11,2023-07-01,201680.73,90.79,30.2
F-11,2023-08-01,179196.69,92.42,24.4
F-11,2023-09-01,155678.93,92.58,18.3
F-11,2023-10-01,128119.97,91.74,10.7
F-11,2023-11-01,111806.87,91.29,5.3
F-11,2023-12-01,106014.03,92.64,3.5
F-11,2024-01-01,116338.84,90.93,6.2
F-11,2024-02-01,133490.57,91.97,11.3
F-11,2024-03-01,162348.96,93.02,18.0
F-11,2024-04-01,186783.36,91.89,24.6
F-11,2024-05-01,201884.84000000003,90.49,30.7
F-11,2024-06-01,202499.49000000002,90.99,31.6
F-11,2024-07-01,196633.52,90.75,30.0
F-11,2024-08-01,176128.02,92.72,25.4
F-11,2024-09-01,155489.43,91.85,18.1
F-11,2024-10-01,130004.96,92.27,10.4
F-11,2024-11-01,111893.45999999999,93.94,5.9
F-11,2024-12-01,106362.7,89.71,4.5
F-12,2022-01-01,101880.03,90.02,6.4
F-12,2022-02-01,118191.38,89.32,11.1
F-12,2022-03-01,143927.09,89.41,17.6
F-12,2022-04-01,161889.11,89.78,25.5
F-12,2022-05-01,177611.93,88.34,29.7
F-12,2022-06-01,185666.18,88.27,32.0
F-12,2022-07-01,177936.65,88.86,29.6
F-12,2022-08-01,159496.31,89.77,24.7
F-12,2022-09-01,138046.94,88.42,17.9
F-12,2022-10-01,114048.66,88.19,11.0
F-12,2022-11-01,99704.83,87.93,6.1
F-12,2022-12-01,93029.72,88.2,3.6
F-12,2023-01-01,99486.61,91.42,6.1
F-12,2023-02-01,118662.07,86.82,10.8
F-12,2023-03-01,143017.93,88.84,17.5
F-12,2023-04-01,160077.89,89.84,25.3
F-12,2023-05-01,174336.63,89.34,29.4
F-12,2023-06-01,183459.87,88.15,31.4
F-12,2023-07-01,175686.85,87.29,30.4
F-12,2023-08-01,157827.45,88.92,24.8
F-12,2023-09-01,136340.41,89.16,18.0
F-12,2023-10-01,113569.63,88.67,11.2
F-12,2023-11-01,98283.63,88.31,5.9
F-12,2023-12-01,92714.8,89.69,4.5
F-12,2024-01-01,99959.64,89.16,6.4
F-12,2024-02-01,118035.83,89.89,10.6
F-12,2024-03-01,140693.39,87.1,19.0
F-12,2024-04-01,159513.82,88.49,25.0
F-12,2024-05-01,172472.83000000002,89.36,30.0
F-12,2024-06-01,177927.88,89.35,32.2
F-12,2024-07-01,176811.96,90.08,30.6
F-12,2024-08-01,157006.51,90.06,24.7
F-12,2024-09-01,133552.25,91.34,18.4
F-12,2024-10-01,113609.01000000001,88.79,10.5
F-12,2024-11-01,99716.8,88.46,5.8
F-12,2024-12-01,93291.86,87.6,4.0
F-13,2022-01-01,118714.81,90.59,6.1
F-13,2022-02-01,137337.86000000002,91.02,11.3
F-13,2022-03-01,162335.57,90.89,18.3
F-13,2022-04-01,190324.3,89.8,24.8
F-13,2022-05-01,203328.42,91.61,30.8
F-13,2022-06-01,210439.01,90.09,32.0
F-13,2022-07-01,201626.93,90.86,29.4
F-13,2022-08-01,181419.6,90.09,25.5
F-13,2022-09-01,157577.57,90.91,17.9
F-13,2022-10-01,131477.51,90.41,11.5
F-13,2022-11-01,115600.22,91.19,5.7
F-13,2022-12-01,110817.71,90.96,4.6
F-13,2023-01-01,116107.19,88.99,6.2
F-13,2023-02-01,139499.57,90.31,11.2
F-13,2023-03-01,164438.24,91.23,18.5
F-13,2023-04-01,188910.94,90.81,24.8
F-13,2023-05-01,201830.17,90.89,30.9
F-13,2023-06-01,203100.92,89.71,31.8
F-13,2023-07-01,197999.24,90.2,29.4
F-13,2023-08-01,178945.95,90.44,25.2
F-13,2023-09-01,155147.58,92.16,18.2
F-13,2023-10-01,131405.56,91.51,10.9
F-13,2023-11-01,114364.28,92.28,6.2
F-13,2023-12-01,106725.06,88.93,3.8
F-13,2024-01-01,115550.75,90.49,5.5
F-13,2024-02-01,138486.58,88.96,10.6
F-13,2024-03-01,163847.38,92.76,18.4
F-13,2024-04-01,186798.62,90.1,25.4
F-13,2024-05-01,199454.57,91.1,29.5
F-13,2024-06-01,200723.29,90.23,32.4
F-13,2024-07-01,196315.91,91.65,30.0
F-13,2024-08-01,179815.61,90.78,24.8
F-13,2024-09-01,150732.99,90.76,18.2
F-13,2024-10-01,127811.72,91.15,11.3
F-13,2024-11-01,112785.45999999999,89.69,5.6
F-13,2024-12-01,107326.38,90.19,4.2
F-14,2022-01-01,100167.94,95.42,5.8
F-14,2022-02-01,115129.51,94.66,10.8
F-14,2022-03-01,141050.24,95.09,18.2
F-14,2022-04-01,157510.52,94.93,24.9
F-14,2022-05-01,168425.69,93.13,30.3
F-14,2022-06-01,179473.63,95.22,31.8
F-14,2022-07-01,166429.63,96.84,30.2
F-14,2022-08-01,149634.0,94.23,24.8
F-14,2022-09-01,130264.04000000001,96.08,18.2
F-14,2022-10-01,109146.49,95.32,12.1
F-14,2022-11-01,98056.82,97.38,6.0
F-14,2022-12-01,92102.25,95.91,3.8
F-14,2023-01-01,97978.90000000001,94.68,6.4
F-14,2023-02-01,115863.45,95.45,11.0
F-14,2023-03-01,137641.97,96.62,17.9
F-14,2023-04-01,157796.78,95.72,24.8
F-14,2023-05-01,169325.32,96.19,29.9
F-14,2023-06-01,177619.67,96.14,32.0
F-14,2023-07-01,165492.69,95.84,29.9
F-14,2023-08-01,154169.71,96.21,25.3
F-14,2023-09-01,134508.49,96.31,18.4
F-14,2023-10-01,111510.46,95.46,11.1
F-14,2023-11-01,95019.31,95.41,5.5
F-14,2023-12-01,93625.68,97.17,3.5
F-14,2024-01-01,97634.85,95.46,5.3
F-14,2024-02-01,116339.13,94.62,11.3
F-14,2024-03-01,140699.01,93.86,18.1
F-14,2024-04-01,158900.83,96.3,24.6
F-14,2024-05-01,166303.21000000002,95.26,29.5
F-14,2024-06-01,172691.41999999998,95.77,32.1
F-14,2024-07-01,166327.99,97.38,30.0
F-14,2024-08-01,151253.06,97.33,25.1
F-14,2024-09-01,132523.28,97.38,17.8
F-14,2024-10-01,112365.54000000001,96.88,10.6
F-14,2024-11-01,95691.63,96.45,6.2
F-14,2024-12-01,91935.23,95.78,4.0
F-15,2022-01-01,104843.75,94.09,5.9
F-15,2022-02-01,124636.48,94.9,10.8
F-15,2022-03-01,149831.41,94.16,17.9
F-15,2022-04-01,169663.37,94.58,25.0
F-15,2022-05-01,184063.44,94.74,30.8
F-15,2022-06-01,187569.98,96.03,31.8
F-15,2022-07-01,183542.33000000002,95.73,30.0
F-15,2022-08-01,162833.86,96.37,24.7
F-15,2022-09-01,142555.07,96.95,18.3
F-15,2022-10-01,117476.16,93.79,10.8
F-15,2022-11-01,103302.11,96.07,6.0
F-15,2022-12-01,99040.91,95.31,3.9
F-15,2023-01-01,104603.66,94.17,5.6
F-15,2023-02-01,123288.81,95.1,10.7
F-15,2023-03-01,148152.64,95.6,18.2
F-15,2023-04-01,170148.45,96.15,25.4
F-15,2023-05-01,181011.47,93.7,29.4
F-15,2023-06-01,189387.11000000002,95.39,32.2
F-15,2023-07-01,183604.07,94.74,29.9
F-15,2023-08-01,163307.09,95.51,24.7
F-15,2023-09-01,140912.47,95.35,18.1
F-15,2023-10-01,117791.65000000001,96.48,11.8
F-15,2023-11-01,101861.73,96.26,6.4
F-15,2023-12-01,97010.52,94.97,4.4
F-15,2024-01-01,104138.35,93.92,6.3
F-15,2024-02-01,122816.34999999999,94.92,11.2
F-15,2024-03-01,146733.6,97.04,17.4
F-15,2024-04-01,168678.12,96.37,24.9
F-15,2024-05-01,180303.19,95.22,29.8
F-15,2024-06-01,187318.86,94.59,31.4
F-15,2024-07-01,180996.99,95.02,30.0
F-15,2024-08-01,161529.38999999998,96.84,24.8
F-15,2024-09-01,140347.12,94.47,17.9
F-15,2024-10-01,118675.44,94.32,10.9
F-15,2024-11-01,103477.23,93.79,5.7
F-15,2024-12-01,98944.56,94.06,3.7
F-16,2022-01-01,119017.01,89.78,6.0
F-16,2022-02-01,140207.44,88.52,11.0
F-16,2022-03-01,164073.63,87.8,18.2
F-16,2022-04-01,191135.47,87.8,25.2
F-16,2022-05-01,206513.07,87.04,30.4
F-16,2022-06-01,213443.7,89.88,32.5
F-16,2022-07-01,206967.27,88.5,29.9
F-16,2022-08-01,186382.06,88.59,24.9
F-16,2022-09-01,156578.32,87.86,18.4
F-16,2022-10-01,135448.09,87.92,11.3
F-16,2022-11-01,116047.87,86.39,5.8
F-16,2022-12-01,108018.73,89.02,4.0
F-16,2023-01-01,118154.83,89.47,5.9
F-16,2023-02-01,136211.58000000002,90.71,11.0
F-16,2023-03-01,164054.46,88.18,18.6
F-16,2023-04-01,186873.82,88.36,24.6
F-16,2023-05-01,202431.17,89.14,30.5
F-16,2023-06-01,207696.02000000002,86.98,31.7
F-16,2023-07-01,202335.46,87.61,30.6
F-16,2023-08-01,183146.17,87.57,25.1
F-16,2023-09-01,151837.33000000002,89.08,18.3
F-16,2023-10-01,132207.54,89.58,10.9
F-16,2023-11-01,115089.61,89.42,5.8
F-16,2023-12-01,107422.8,87.12,3.5
F-16,2024-01-01,117513.26,90.16,5.6
F-16,2024-02-01,138416.6,88.53,10.9
F-16,2024-03-01,162038.41,87.79,18.1
F-16,2024-04-01,188731.4,88.04,24.6
F-16,2024-05-01,204416.21,88.51,29.6
F-16,2024-06-01,210725.82,88.66,31.4
F-16,2024-07-01,202465.32,88.4,30.7
F-16,2024-08-01,185197.9,88.83,24.6
