consumer_id,month,peak_offpeak_ratio,daily_load_factor,flatline_fraction,peak_window_flatline_fraction,midday_dip_index,tariff_boundary_alignment_score,nighttime_drop_index
C-000017,2022-11-01,2.830865,0.3329075,0.2076271186440678,0.017094017094017096,0.5090188,600.0,0.7620697
C-000017,2022-12-01,3.8262608,0.29672652,0.2815934065934066,0.01639344262295082,0.525019,600.0,0.589103
C-000017,2023-01-01,4.180504,0.3067349,0.2816326530612245,0.02459016393442623,0.6115451,600.0,0.5161645
C-000017,2023-02-01,4.0367713,0.30956653,0.23030303030303031,0.02702702702702703,0.64611053,600.0,0.675638
C-000017,2023-03-01,3.8064108,0.32749325,0.2606310013717421,0.03305785123966942,0.5704567,600.0,0.8209628
C-000017,2023-04-01,2.8827956,0.35153767,0.20226308345120225,0.02564102564102564,0.7726064,0.0,1.2301391
C-000017,2023-05-01,2.667071,0.3570235,0.22510231923601637,0.02459016393442623,0.6423426,540.0,1.6463735
C-000017,2023-06-01,1.3301513,0.38426068,0.18899858956276447,0.06722689075630252,0.8430919,180.0,2.2634923
C-000017,2023-07-01,1.8034003,0.4185639,0.12244897959183673,0.032520325203252036,0.7662229,360.0,1.4529457
C-000017,2023-08-01,3.5298214,0.3255753,0.23666210670314639,0.008064516129032258,0.6018187,420.0,1.0883833
C-000017,2023-09-01,4.8333387,0.30370256,0.26666666666666666,0.02564102564102564,0.65577376,600.0,0.84733063
C-000017,2023-10-01,5.639775,0.28637946,0.31471389645776565,0.01652892561983471,0.5596137,600.0,0.500631
C-000017,2023-11-01,3.9332266,0.29378557,0.2917251051893408,0.025210084033613446,0.49707586,600.0,0.7099325
C-000017,2023-12-01,3.8089337,0.3158243,0.25718194254445964,0.01639344262295082,0.49561185,420.0,0.6146651
C-000017,2024-01-01,4.2822695,0.30680162,0.2748299319727891,0.03278688524590164,0.63314784,600.0,0.49013057
C-000017,2024-02-01,3.1182919,0.3219387,0.26055312954876275,0.034782608695652174,0.55097973,660.0,0.8658867
C-000017,2024-03-01,4.9469714,0.2948628,0.2866847826086957,0.008130081300813009,0.5262664,660.0,0.6453918
C-000017,2024-04-01,2.8503113,0.36672038,0.19203413940256045,0.034482758620689655,0.65982044,60.0,1.215548
C-000017,2024-05-01,2.6750546,0.36618295,0.1978319783197832,0.008130081300813009,0.67395467,0.0,1.2267671
C-000017,2024-06-01,1.5977864,0.38403282,0.16901408450704225,0.09243697478991597,0.85004586,120.0,2.120313
C-000017,2024-07-01,3.1558435,0.3563183,0.2100954979536153,0.03278688524590164,0.7876087,540.0,1.1364213
C-000017,2024-08-01,2.8283741,0.36959067,0.17073170731707318,0.024390243902439025,0.66985685,1080.0,1.1874359
C-000017,2024-09-01,4.290779,0.27346107,0.25,0.01680672268907563,0.6145623,600.0,0.752366
C-000017,2024-10-01,4.721027,0.29605803,0.28198074277854196,0.01639344262295082,0.48261887,600.0,0.6185668
C-000017,2024-11-01,3.965971,0.32527822,0.23628691983122363,0.01694915254237288,0.6846824,600.0,0.52718294
C-000017,2024-12-01,3.7647643,0.30355245,0.27785419532324623,0.025210084033613446,0.6047585,660.0,0.5665368
C-000025,2022-01-01,4.074883,0.30680144,0.3760217983651226,0.040983606557377046,0.6345012,600.0,0.47359464
C-000025,2022-02-01,4.5105467,0.30491447,0.31626506024096385,0.04504504504504504,0.5751213,600.0,0.5984792
C-000025,2022-03-01,3.9377105,0.31268933,0.29098360655737704,0.03278688524590164,0.61552864,660.0,0.690427
C-000025,2022-04-01,2.9913015,0.38508984,0.21629213483146068,0.03361344537815126,0.79453313,600.0,1.0914358
C-000025,2022-05-01,3.1003249,0.3458491,0.24659400544959129,0.04032258064516129,0.7215766,540.0,1.3868271
C-000025,2022-06-01,1.6426903,0.40180308,0.18053596614950634,0.04201680672268908,0.7165151,0.0,2.304542
C-000025,2022-07-01,3.3760455,0.346855,0.2503401360544218,0.0,0.6120891,60.0,1.1692072
C-000025,2022-08-01,2.905085,0.36850423,0.24795640326975477,0.05737704918032787,0.71976924,240.0,1.177822
C-000025,2022-09-01,3.8162131,0.3042991,0.28190743338008417,0.008403361344537815,0.5870335,0.0,0.9395743
C-000025,2022-10-01,4.064318,0.30976054,0.32791327913279134,0.032520325203252036,0.59677297,660.0,0.67504126
C-000025,2022-11-01,4.579923,0.30152246,0.3492957746478873,0.05042016806722689,0.59626603,600.0,0.54476255
C-000025,2022-12-01,3.8240013,0.31756684,0.375,0.04132231404958678,0.6416968,600.0,0.46342698
C-000025,2023-01-01,4.110594,0.28469932,0.35390946502057613,0.06611570247933884,0.5684229,600.0,0.58299077
C-000025,2023-02-01,4.6344757,0.31508774,0.31722054380664655,0.018018018018018018,0.6757781,600.0,0.7151463
C-000025,2023-03-01,4.1110873,0.2850118,0.33287671232876714,0.016260162601626018,0.50671506,600.0,0.9203484
C-000025,2023-04-01,3.5720363,0.35079253,0.23903818953323905,0.017241379310344827,0.7695608,0.0,0.9947655
C-000025,2023-05-01,1.7347772,0.38821152,0.20272108843537415,0.049586776859504134,0.7615987,1080.0,1.9824975
C-000025,2023-06-01,1.5787784,0.363526,0.24050632911392406,0.07627118644067797,0.67255884,0.0,2.084445
C-000025,2023-07-01,3.0447779,0.3448663,0.26474622770919065,0.024390243902439025,0.7038591,0.0,1.2451644
C-000025,2023-08-01,2.3915894,0.37881124,0.2305593451568895,0.056910569105691054,0.76558995,60.0,1.2585531
C-000025,2023-09-01,3.9935224,0.32515052,0.28732394366197184,0.01694915254237288,0.5824463,60.0,0.7307254
C-000025,2023-10-01,4.5700054,0.30186906,0.3401920438957476,0.056451612903225805,0.49220362,600.0,0.5523635
C-000025,2023-11-01,4.577682,0.29441836,0.3474576271186441,0.03389830508474576,0.504064,600.0,0.5272107
C-000025,2023-12-01,4.513721,0.2779369,0.3763586956521739,0.016260162601626018,0.6459937,600.0,0.43001306
C-000025,2024-01-01,5.018477,0.27514336,0.39266304347826086,0.04065040650406504,0.51754004,600.0,0.43787917
C-000025,2024-02-01,3.3633657,0.29170102,0.3125,0.017699115044247787,0.62200516,600.0,0.7573221
C-000025,2024-03-01,3.9476786,0.31741717,0.2878581173260573,0.03305785123966942,0.5908333,600.0,0.9682869
C-000025,2024-04-01,2.8520381,0.35504666,0.223943661971831,0.01694915254237288,0.56598,0.0,1.5407039
C-000025,2024-05-01,1.3563393,0.41131508,0.1953551912568306,0.056910569105691054,0.79244787,900.0,2.0070841
C-000025,2024-06-01,2.9341643,0.35115778,0.2627840909090909,0.06837606837606838,0.7576792,0.0,1.3347536
C-000025,2024-07-01,1.7290168,0.37865224,0.2243502051983584,0.04878048780487805,0.6378512,0.0,1.9181243
C-000025,2024-08-01,3.2029626,0.33609605,0.2760989010989011,0.049586776859504134,0.69313014,780.0,1.1031433
C-000025,2024-09-01,4.8011928,0.30215666,0.3328591749644381,0.02631578947368421,0.60463285,600.0,0.7229829
C-000025,2024-10-01,3.9067147,0.2932453,0.33287671232876714,0.06557377049180328,0.55169654,600.0,0.57442206
C-000025,2024-11-01,4.0125093,0.32004628,0.29014084507042254,0.03418803418803419,0.6746337,660.0,0.56338006
C-000025,2024-12-01,4.3123255,0.3043493,0.3581081081081081,0.06557377049180328,0.6421417,600.0,0.5325529
C-000031,2022-01-01,4.4123273,0.29864678,0.38227146814404434,0.025423728813559324,0.30145591,600.0,1.3284365
C-000031,2022-02-01,3.7921739,0.29910022,0.33182503770739064,0.02702702702702703,0.30337527,600.0,2.2602172
C-000031,2022-03-01,4.0863395,0.27827337,0.3652530779753762,0.03278688524590164,0.31402808,600.0,1.7881999
C-000031,2022-04-01,3.8556519,0.33982435,0.3149717514124294,0.0423728813559322,0.4109975,480.0,1.6162714
C-000031,2022-05-01,1.5881317,0.35626563,0.39617486338797814,0.19672131147540983,0.3922474,60.0,1.7651204
C-000031,2022-06-01,1.4999067,0.3693654,0.9353932584269663,0.8067226890756303,0.40145874,60.0,0.48415914
C-000031,2022-07-01,3.411658,0.34189883,0.6095238095238096,0.09836065573770492,0.36972567,1080.0,0.5734922
C-000031,2022-08-01,3.2974684,0.33790463,0.8526603001364257,0.5203252032520326,0.39033577,60.0,0.3220203
C-000031,2022-09-01,5.4285297,0.27059603,0.9322990126939351,0.7350427350427351,0.4700794,60.0,0.14318608
C-000031,2022-10-01,4.4009147,0.2924828,0.45566166439290584,0.024390243902439025,0.3581624,600.0,0.99763113
C-000031,2022-11-01,4.6306667,0.29346812,0.4126760563380282,0.059322033898305086,0.3449884,600.0,1.3969408
C-000031,2022-12-01,4.77157,0.2728741,0.39727891156462586,0.056910569105691054,0.3176032,600.0,1.2358617
C-000031,2023-01-01,4.6638775,0.31239375,0.39319727891156464,0.03278688524590164,0.39725807,600.0,1.3244953
C-000031,2023-02-01,5.349875,0.2708802,0.3938931297709924,0.026785714285714284,0.29326823,600.0,1.8347377
C-000031,2023-03-01,4.353181,0.27314067,0.38082191780821917,0.024193548387096774,0.29727203,600.0,1.5492616
C-000031,2023-04-01,3.1318564,0.34975153,0.8981612446958982,0.6551724137931034,0.4681512,60.0,0.27844602
C-000031,2023-05-01,2.923356,0.32910717,0.7205479452054795,0.26666666666666666,0.3320791,60.0,0.54602
C-000031,2023-06-01,3.5938585,0.32908183,0.3601694915254237,0.04201680672268908,0.47065213,60.0,1.2752041
C-000031,2023-07-01,3.2761402,0.32580796,0.8431105047748977,0.43089430894308944,0.29373854,60.0,0.30634868
C-000031,2023-08-01,3.7350051,0.33245662,0.9231824417009602,0.6833333333333333,0.38554397,60.0,0.2084288
C-000031,2023-09-01,5.178869,0.27912486,0.9464033850493653,0.7899159663865546,0.3631413,60.0,0.13842319
C-000031,2023-10-01,4.819853,0.29194546,0.7394270122783083,0.23577235772357724,0.4041436,600.0,0.312014
C-000031,2023-11-01,5.4106746,0.30259943,0.4823695345557123,0.05084745762711865,0.3578238,600.0,0.64794415
C-000031,2023-12-01,3.7918446,0.2802105,0.3789329685362517,0.06557377049180328,0.40117437,600.0,1.3242068
C-000031,2024-01-01,4.571154,0.29089016,0.37533875338753386,0.056910569105691054,0.35672036,600.0,1.5536025
C-000031,2024-02-01,4.0399194,0.280406,0.3584905660377358,0.017241379310344827,0.26327404,600.0,1.9411757
C-000031,2024-03-01,4.213092,0.2963298,0.3891156462585034,0.024390243902439025,0.25957838,660.0,1.4282002
C-000031,2024-04-01,3.2233658,0.34115553,0.3089887640449438,0.025,0.43054995,480.0,1.872003
C-000031,2024-05-01,2.8790894,0.3316832,0.41609822646657574,0.06611570247933884,0.34330365,0.0,1.2638001
C-000031,2024-06-01,1.5270449,0.39352915,0.9194915254237288,0.773109243697479,0.3977492,60.0,0.46372482
C-000031,2024-07-01,3.7518508,0.3186745,0.9069767441860465,0.5901639344262295,0.378976,60.0,0.2501283
C-000031,2024-08-01,3.1927779,0.33474723,0.9119241192411924,0.7073170731707317,0.44902644,60.0,0.2647488
C-000031,2024-09-01,4.447049,0.30128995,0.514726507713885,0.05042016806722689,0.39926875,480.0,0.70431584
C-000031,2024-10-01,4.444739,0.28429186,0.4421768707482993,0.03225806451612903,0.32808346,600.0,1.0020591
C-000031,2024-11-01,4.6480794,0.28713658,0.4392655367231638,0.05084745762711865,0.34160003,600.0,0.9614487
C-000031,2024-12-01,5.6675596,0.26752737,0.4843962008141113,0.04065040650406504,0.38060638,600.0,0.6377274
C-000033,2022-01-01,3.9390526,0.2760346,0.2691256830601093,0.041666666666666664,0.5287174,540.0,0.61467487
C-000033,2022-02-01,3.1940322,0.3217384,0.2488619119878604,0.03669724770642202,0.5533349,600.0,0.892843
C-000033,2022-03-01,6.169777,0.27242813,0.31105047748976805,0.01652892561983471,0.49331146,600.0,0.5578361
C-000033,2022-04-01,2.6658263,0.33668518,0.22720897615708274,0.04201680672268908,0.6316638,480.0,1.3612708
C-000033,2022-05-01,1.5718669,0.40402833,0.167574931880109,0.056910569105691054,0.6692675,1020.0,1.7051909
C-000033,2022-06-01,1.6774235,0.4071842,0.15983026874115983,0.03361344537815126,0.8629653,1080.0,1.8589014
C-000033,2022-07-01,1.6212616,0.3758677,0.1842818428184282,0.016129032258064516,0.6909247,1080.0,1.9171547
C-000033,2022-08-01,2.9547558,0.35217172,0.20438957475994513,0.04132231404958678,0.6014152,840.0,1.1684339
C-000033,2022-09-01,3.9492197,0.31426367,0.27221438645980256,0.03361344537815126,0.66902995,600.0,0.8892256
C-000033,2022-10-01,3.5103734,0.29906264,0.2609289617486339,0.032520325203252036,0.4802097,600.0,0.87846595
C-000033,2022-11-01,4.218681,0.29966047,0.28370786516853935,0.008403361344537815,0.5954097,600.0,0.5794281
C-000033,2022-12-01,3.9956675,0.30564892,0.30027173913043476,0.024390243902439025,0.5137441,600.0,0.4873757
C-000033,2023-01-01,4.7935524,0.28970328,0.29172320217096337,0.024390243902439025,0.5519781,600.0,0.4465724
C-000033,2023-02-01,4.5045304,0.2749242,0.29545454545454547,0.01834862385321101,0.5788495,600.0,0.60227233
C-000033,2023-03-01,4.6279664,0.29662755,0.3093622795115332,0.03225806451612903,0.4804751,0.0,0.62393373
C-000033,2023-04-01,3.669985,0.3469258,0.23628691983122363,0.02564102564102564,0.7492559,60.0,1.0280222
C-000033,2023-05-01,3.127072,0.35006955,0.22086720867208673,0.024193548387096774,0.7044641,60.0,1.3873475
C-000033,2023-06-01,1.5986181,0.36395687,0.1867043847241867,0.0847457627118644,0.86783665,0.0,2.2151618
C-000033,2023-07-01,1.669967,0.38738528,0.18878248974008208,0.04132231404958678,0.7983566,1080.0,2.0643547
C-000033,2023-08-01,2.5563385,0.3849196,0.17534246575342466,0.024390243902439025,0.69213384,540.0,1.3549297
C-000033,2023-09-01,3.8286958,0.2937063,0.26345609065155806,0.025,0.55351126,600.0,0.94132096
C-000033,2023-10-01,4.3208985,0.29884955,0.28240109140518416,0.04132231404958678,0.6104663,600.0,0.6134695
C-000033,2023-11-01,3.7153633,0.33197483,0.2545710267229255,0.03389830508474576,0.65365446,600.0,0.49912247
C-000033,2023-12-01,4.423496,0.300285,0.2808219178082192,0.01639344262295082,0.6158516,600.0,0.52155304
C-000033,2024-01-01,4.683043,0.29271325,0.2703804347826087,0.024390243902439025,0.60057807,600.0,0.49045748
C-000033,2024-02-01,3.7375581,0.3178907,0.23676470588235293,0.008928571428571428,0.5093388,540.0,0.68409777
C-000033,2024-03-01,3.7239702,0.3050717,0.2564450474898236,0.032520325203252036,0.45301142,600.0,0.8815478
C-000033,2024-04-01,2.4676306,0.3754432,0.1694915254237288,0.01694915254237288,0.7985453,0.0,1.3744792
C-000033,2024-05-01,2.9737895,0.34350657,0.23045822102425875,0.04878048780487805,0.78557205,0.0,1.0028615
C-000033,2024-06-01,2.601121,0.35792586,0.19377652050919378,0.008547008547008548,0.5884628,0.0,1.6169298
C-000033,2024-07-01,3.0600991,0.36366603,0.22100954979536153,0.02459016393442623,0.6949713,1080.0,1.2484055
C-000033,2024-08-01,3.1847956,0.35784206,0.226775956284153,0.024793388429752067,0.7342893,420.0,0.99763894
C-000033,2024-09-01,4.572987,0.31139332,0.26203966005665724,0.008403361344537815,0.64482254,600.0,0.6896324
C-000033,2024-10-01,4.2057924,0.2994001,0.25753424657534246,0.025423728813559324,0.59283847,600.0,0.56721675
C-000033,2024-11-01,4.068484,0.31500342,0.26788218793828894,0.025210084033613446,0.7012396,600.0,0.5943763
C-000033,2024-12-01,3.5290217,0.2869845,0.29945054945054944,0.008264462809917356,0.4603925,600.0,0.64349544
C-000038,2022-01-01,5.0939393,0.2857309,0.31377899045020463,0.032520325203252036,0.5877083,480.0,0.37321308
C-000038,2022-02-01,4.1025114,0.29501086,0.25075528700906347,0.018018018018018018,0.63999873,540.0,0.69203275
C-000038,2022-03-01,4.461787,0.28342706,0.31614654002713705,0.008130081300813009,0.56986225,600.0,0.8077316
C-000038,2022-04-01,3.3958194,0.3485823,0.20956399437412096,0.02564102564102564,0.6770718,60.0,0.9651483
C-000038,2022-05-01,1.8331698,0.38359246,0.17142857142857143,0.00819672131147541,0.66559064,0.0,1.9835347
C-000038,2022-06-01,1.8036096,0.3758034,0.2148876404494382,0.05,0.7546336,0.0,1.7586658
C-000038,2022-07-01,2.718007,0.35127297,0.22420907840440166,0.0,0.6765401,480.0,1.5211459
C-000038,2022-08-01,2.9412575,0.37002963,0.2078804347826087,0.016260162601626018,0.5757115,0.0,1.1846055
C-000038,2022-09-01,4.131986,0.29559538,0.26912181303116145,0.008547008547008548,0.4781075,600.0,0.75256276
C-000038,2022-10-01,4.009313,0.31226754,0.24517906336088155,0.03305785123966942,0.6462835,600.0,0.6287631
C-000038,2022-11-01,5.6639304,0.29925722,0.2704225352112676,0.016666666666666666,0.56885356,600.0,0.4108092
C-000038,2022-12-01,4.8630743,0.2898425,0.2595108695652174,0.008130081300813009,0.51669616,600.0,0.44485104
C-000038,2023-01-01,4.8860574,0.30109692,0.30344827586206896,0.016666666666666666,0.46656618,600.0,0.451312
C-000038,2023-02-01,5.5669193,0.2932575,0.2748091603053435,0.009174311926605505,0.70086294,600.0,0.56858164
C-000038,2023-03-01,4.6768837,0.30144238,0.2608695652173913,0.008064516129032258,0.54873025,600.0,0.60129726
C-000038,2023-04-01,3.03911,0.372046,0.1918194640338505,0.02564102564102564,0.77090555,60.0,1.1877315
C-000038,2023-05-01,1.6807624,0.3825554,0.19151846785225718,0.04065040650406504,0.7206346,1080.0,2.1340408
C-000038,2023-06-01,1.7070864,0.39189586,0.18323863636363635,0.06896551724137931,0.7215326,60.0,2.0605116
C-000038,2023-07-01,1.39043,0.38740087,0.17582417582417584,0.058333333333333334,0.7216862,60.0,1.8873138
C-000038,2023-08-01,2.7348623,0.3699038,0.18775510204081633,0.024390243902439025,0.68316686,60.0,1.0671654
C-000038,2023-09-01,4.65576,0.2718957,0.279887482419128,0.03333333333333333,0.5694591,600.0,0.84916395
C-000038,2023-10-01,4.7412896,0.30053395,0.2691256830601093,0.02459016393442623,0.624636,600.0,0.61489505
C-000038,2023-11-01,3.734471,0.3119028,0.2869198312236287,0.0423728813559322,0.4854422,600.0,0.6103918
C-000038,2023-12-01,4.951114,0.2914099,0.2578444747612551,0.024193548387096774,0.53700304,600.0,0.45514932
C-000038,2024-01-01,4.1779413,0.28236994,0.2808683853459973,0.02459016393442623,0.57918155,600.0,0.48086748
C-000038,2024-02-01,4.228313,0.2999388,0.28989751098096633,0.017857142857142856,0.5077757,600.0,0.65125847
